mpio;dptoc_mpio;nom_mpio;provincia;nom_dpto;;
001;05001;MEDELLIN;VALLE DEL ABURRA;ANTIOQUIA;;
002;05002;ABEJORRAL;ORIENTE;ANTIOQUIA;;
004;05004;ABRIAQUI;OCCIDENTE;ANTIOQUIA;;
021;05021;ALEJANDRIA;ORIENTE;ANTIOQUIA;;
030;05030;AMAGA;SUROESTE;ANTIOQUIA;;
031;05031;AMALFI;NORDESTE;ANTIOQUIA;;
034;05034;ANDES;SUROESTE;ANTIOQUIA;;
036;05036;ANGELOPOLIS;SUROESTE;ANTIOQUIA;;
038;05038;ANGOSTURA;NORTE;ANTIOQUIA;;
040;05040;ANORI;NORDESTE;ANTIOQUIA;;
042;05042;SANTAFE DE ANTIOQUIA;OCCIDENTE;ANTIOQUIA;;
044;05044;ANZA;OCCIDENTE;ANTIOQUIA;;
045;05045;APARTADO;URABA;ANTIOQUIA;;
051;05051;ARBOLETES;URABA;ANTIOQUIA;;
055;05055;ARGELIA;ORIENTE;ANTIOQUIA;;
059;05059;ARMENIA;OCCIDENTE;ANTIOQUIA;;
079;05079;BARBOSA;VALLE DEL ABURRA;ANTIOQUIA;;
086;05086;BELMIRA;NORTE;ANTIOQUIA;;
088;05088;BELLO;VALLE DEL ABURRA;ANTIOQUIA;;
091;05091;BETANIA;SUROESTE;ANTIOQUIA;;
093;05093;BETULIA;SUROESTE;ANTIOQUIA;;
101;05101;CIUDAD BOLIVAR;SUROESTE;ANTIOQUIA;;
107;05107;BRICEÑO;NORTE;ANTIOQUIA;;
113;05113;BURITICA;OCCIDENTE;ANTIOQUIA;;
120;05120;CACERES;BAJO CAUCA;ANTIOQUIA;;
125;05125;CAICEDO;SUROESTE;ANTIOQUIA;;
129;05129;CALDAS;VALLE DEL ABURRA;ANTIOQUIA;;
134;05134;CAMPAMENTO;NORTE;ANTIOQUIA;;
138;05138;CAÑASGORDAS;OCCIDENTE;ANTIOQUIA;;
142;05142;CARACOLI;MAGDALENA MEDIO;ANTIOQUIA;;
145;05145;CARAMANTA;SUROESTE;ANTIOQUIA;;
147;05147;CAREPA;URABA;ANTIOQUIA;;
148;05148;CARMEN DE VIBORAL;ORIENTE;ANTIOQUIA;;
150;05150;CAROLINA;NORTE;ANTIOQUIA;;
154;05154;CAUCASIA;BAJO CAUCA;ANTIOQUIA;;
172;05172;CHIGORODO;URABA;ANTIOQUIA;;
190;05190;CISNEROS;NORDESTE;ANTIOQUIA;;
197;05197;COCORNA;ORIENTE;ANTIOQUIA;;
206;05206;CONCEPCION;ORIENTE;ANTIOQUIA;;
209;05209;CONCORDIA;SUROESTE;ANTIOQUIA;;
212;05212;COPACABANA;VALLE DEL ABURRA;ANTIOQUIA;;
234;05234;DABEIBA;OCCIDENTE;ANTIOQUIA;;
237;05237;DON MATiAS;NORTE;ANTIOQUIA;;
240;05240;EBEJICO;OCCIDENTE;ANTIOQUIA;;
250;05250;EL BAGRE;BAJO CAUCA;ANTIOQUIA;;
264;05264;ENTRERRIOS;NORTE;ANTIOQUIA;;
266;05266;ENVIGADO;VALLE DEL ABURRA;ANTIOQUIA;;
282;05282;FREDONIA;SUROESTE;ANTIOQUIA;;
284;05284;FRONTINO;OCCIDENTE;ANTIOQUIA;;
306;05306;GIRALDO;OCCIDENTE;ANTIOQUIA;;
308;05308;GIRARDOTA;VALLE DEL ABURRA;ANTIOQUIA;;
310;05310;GOMEZ PLATA;NORTE;ANTIOQUIA;;
313;05313;GRANADA;ORIENTE;ANTIOQUIA;;
315;05315;GUADALUPE;NORTE;ANTIOQUIA;;
318;05318;GUARNE;ORIENTE;ANTIOQUIA;;
321;05321;GUATAPE;ORIENTE;ANTIOQUIA;;
347;05347;HELICONIA;OCCIDENTE;ANTIOQUIA;;
353;05353;HISPANIA;SUROESTE;ANTIOQUIA;;
360;05360;ITAGUI;VALLE DEL ABURRA;ANTIOQUIA;;
361;05361;ITUANGO;NORTE;ANTIOQUIA;;
364;05364;JARDIN;SUROESTE;ANTIOQUIA;;
368;05368;JERICO;SUROESTE;ANTIOQUIA;;
376;05376;LA CEJA;ORIENTE;ANTIOQUIA;;
380;05380;LA ESTRELLA;VALLE DEL ABURRA;ANTIOQUIA;;
390;05390;LA PINTADA;SUROESTE;ANTIOQUIA;;
400;05400;LA UNION;ORIENTE;ANTIOQUIA;;
411;05411;LIBORINA;OCCIDENTE;ANTIOQUIA;;
425;05425;MACEO;MAGDALENA MEDIO;ANTIOQUIA;;
440;05440;MARINILLA;ORIENTE;ANTIOQUIA;;
467;05467;MONTEBELLO;SUROESTE;ANTIOQUIA;;
475;05475;MURINDO;URABA;ANTIOQUIA;;
480;05480;MUTATA;URABA;ANTIOQUIA;;
483;05483;NARIÑO;ORIENTE;ANTIOQUIA;;
490;05490;NECOCLI;URABA;ANTIOQUIA;;
495;05495;NECHI;BAJO CAUCA;ANTIOQUIA;;
501;05501;OLAYA;OCCIDENTE;ANTIOQUIA;;
541;05541;PEÑOL;ORIENTE;ANTIOQUIA;;
543;05543;PEQUE;OCCIDENTE;ANTIOQUIA;;
576;05576;PUEBLORRICO;SUROESTE;ANTIOQUIA;;
579;05579;PUERTO BERRiO;MAGDALENA MEDIO;ANTIOQUIA;;
585;05585;PUERTO NARE;MAGDALENA MEDIO;ANTIOQUIA;;
591;05591;PUERTO TRIUNFO;MAGDALENA MEDIO;ANTIOQUIA;;
604;05604;REMEDIOS;NORDESTE;ANTIOQUIA;;
607;05607;RETIRO;ORIENTE;ANTIOQUIA;;
615;05615;RIONEGRO;ORIENTE;ANTIOQUIA;;
628;05628;SABANALARGA;OCCIDENTE;ANTIOQUIA;;
631;05631;SABANETA;VALLE DEL ABURRA;ANTIOQUIA;;
642;05642;SALGAR;SUROESTE;ANTIOQUIA;;
647;05647;SAN ANDRES;NORTE;ANTIOQUIA;;
649;05649;SAN CARLOS;ORIENTE;ANTIOQUIA;;
652;05652;SAN FRANCISCO;ORIENTE;ANTIOQUIA;;
656;05656;SAN JERONIMO;OCCIDENTE;ANTIOQUIA;;
658;05658;SAN JOSE DE LA MONTAÑA;NORTE;ANTIOQUIA;;
659;05659;SAN JUAN DE URABA;URABA;ANTIOQUIA;;
660;05660;SAN LUIS;ORIENTE;ANTIOQUIA;;
664;05664;SAN PEDRO;NORTE;ANTIOQUIA;;
665;05665;SAN PEDRO DE URABA;URABA;ANTIOQUIA;;
667;05667;SAN RAFAEL;ORIENTE;ANTIOQUIA;;
670;05670;SAN ROQUE;NORDESTE;ANTIOQUIA;;
674;05674;SAN VICENTE;ORIENTE;ANTIOQUIA;;
679;05679;SANTA BaRBARA;SUROESTE;ANTIOQUIA;;
686;05686;SANTA ROSA de osos;NORTE;ANTIOQUIA;;
690;05690;SANTO DOMINGO;NORDESTE;ANTIOQUIA;;
697;05697;SANTUARIO;ORIENTE;ANTIOQUIA;;
736;05736;SEGOVIA;NORDESTE;ANTIOQUIA;;
756;05756;SONSON;ORIENTE;ANTIOQUIA;;
761;05761;SOPETRaN;OCCIDENTE;ANTIOQUIA;;
789;05789;TAMESIS;SUROESTE;ANTIOQUIA;;
790;05790;TARAZA;BAJO CAUCA;ANTIOQUIA;;
792;05792;TARSO;SUROESTE;ANTIOQUIA;;
809;05809;TITIRIBI;SUROESTE;ANTIOQUIA;;
819;05819;TOLEDO;NORTE;ANTIOQUIA;;
837;05837;TURBO;URABA;ANTIOQUIA;;
842;05842;URAMITA;OCCIDENTE;ANTIOQUIA;;
847;05847;URRAO;SUROESTE;ANTIOQUIA;;
854;05854;VALDIVIA;NORTE;ANTIOQUIA;;
856;05856;VALPARAISO;SUROESTE;ANTIOQUIA;;
858;05858;VEGACHI;NORDESTE;ANTIOQUIA;;
861;05861;VENECIA;SUROESTE;ANTIOQUIA;;
873;05873;VIGIA DEL FUERTE;URABA;ANTIOQUIA;;
885;05885;YALI;NORDESTE;ANTIOQUIA;;
887;05887;YARUMAL;NORTE;ANTIOQUIA;;
890;05890;YOLOMBO;NORDESTE;ANTIOQUIA;;
893;05893;YONDO;MAGDALENA MEDIO;ANTIOQUIA;;
895;05895;ZARAGOZA;BAJO CAUCA;ANTIOQUIA;;
001;08001;BARRANQUILLA;NORTE;ATLANTICO;;
078;08078;BARANOA;CENTRO ORIENTE;ATLANTICO;;
137;08137;CAMPO DE LA CRUZ;SUR;ATLANTICO;;
141;08141;CANDELARIA;SUR;ATLANTICO;;
296;08296;GALAPA;NORTE;ATLANTICO;;
372;08372;JUAN DE ACOSTA;OCCIDENTAL;ATLANTICO;;
421;08421;LURUACO;SUR;ATLANTICO;;
433;08433;MALAMBO;NORTE;ATLANTICO;;
436;08436;MANATi;SUR;ATLANTICO;;
520;08520;PALMAR DE VARELA;CENTRO ORIENTE;ATLANTICO;;
549;08549;PIOJO;OCCIDENTAL;ATLANTICO;;
558;08558;POLONUEVO;CENTRO ORIENTE;ATLANTICO;;
560;08560;PONEDERA;CENTRO ORIENTE;ATLANTICO;;
573;08573;PUERTO COLOMBIA;NORTE;ATLANTICO;;
606;08606;REPELON;SUR;ATLANTICO;;
634;08634;Sabanagrande;CENTRO ORIENTE;ATLANTICO;;
638;08638;SABANALARGA;CENTRO ORIENTE;ATLANTICO;;
675;08675;SANTA LUCiA;SUR;ATLANTICO;;
685;08685;Santo Tomas;CENTRO ORIENTE;ATLANTICO;;
758;08758;SOLEDAD;NORTE;ATLANTICO;;
770;08770;SUAN;SUR;ATLANTICO;;
832;08832;TUBARA;OCCIDENTAL;ATLANTICO;;
849;08849;USIACURi;OCCIDENTAL;ATLANTICO;;
001;11001;BOGOTA D.C.;BOGOTA;BOGOTA D.C.;;
001;13001;CARTAGENA;DIQUE BOLIVARENSE;BOLIVAR;;
006;13006;ACHI;MOJANA BOLIVARENSE;BOLIVAR;;
030;13030;ALTOS DEL ROSARIO;LOBA;BOLIVAR;;
042;13042;ARENAL;MAGDALENA MEDIO BOLIVARENSE;BOLIVAR;;
052;13052;ARJONA;DIQUE BOLIVARENSE;BOLIVAR;;
062;13062;ARROYOHONDO;DIQUE BOLIVARENSE;BOLIVAR;;
074;13074;BARRANCO DE LOBA;LOBA;BOLIVAR;;
140;13140;CALAMAR;DIQUE BOLIVARENSE;BOLIVAR;;
160;13160;CANTAGALLO;MAGDALENA MEDIO BOLIVARENSE;BOLIVAR;;
188;13188;CICUCO;DEPRESION MOMPOSINA;BOLIVAR;;
212;13212;CORDOBA;MONTES DE MARIA;BOLIVAR;;
222;13222;CLEMENCIA;DIQUE BOLIVARENSE;BOLIVAR;;
244;13244;CARMEN DE BOLIVAR;MONTES DE MARIA;BOLIVAR;;
248;13248;EL GUAMO;MONTES DE MARIA;BOLIVAR;;
268;13268;EL PEÑON;LOBA;BOLIVAR;;
300;13300;HATILLO DE LOBA;DEPRESION MOMPOSINA;BOLIVAR;;
430;13430;MAGANGUE;MOJANA BOLIVARENSE;BOLIVAR;;
433;13433;MAHATES;DIQUE BOLIVARENSE;BOLIVAR;;
440;13440;MARGARITA;DEPRESION MOMPOSINA;BOLIVAR;;
442;13442;MARIA LA BAJA;MONTES DE MARIA;BOLIVAR;;
458;13458;MONTECRISTO;MOJANA BOLIVARENSE;BOLIVAR;;
468;13468;MOMPOS;DEPRESION MOMPOSINA;BOLIVAR;;
473;13473;MORALES;MAGDALENA MEDIO BOLIVARENSE;BOLIVAR;;
549;13549;PINILLOS;MOJANA BOLIVARENSE;BOLIVAR;;
580;13580;REGIDOR;LOBA;BOLIVAR;;
600;13600;RIO VIEJO;LOBA;BOLIVAR;;
620;13620;SAN CRISTOBAL;DIQUE BOLIVARENSE;BOLIVAR;;
647;13647;SAN ESTANISLAO;DIQUE BOLIVARENSE;BOLIVAR;;
650;13650;SAN FERNANDO;DEPRESION MOMPOSINA;BOLIVAR;;
654;13654;SAN JACINTO;MONTES DE MARIA;BOLIVAR;;
655;13655;SAN JACINTO DEL CAUCA;MOJANA BOLIVARENSE;BOLIVAR;;
657;13657;SAN JUAN NEPOMUCENO;MONTES DE MARIA;BOLIVAR;;
667;13667;SAN MARTIN DE LOBA;LOBA;BOLIVAR;;
670;13670;SAN PABLO;MAGDALENA MEDIO BOLIVARENSE;BOLIVAR;;
673;13673;SANTA CATALINA;DIQUE BOLIVARENSE;BOLIVAR;;
683;13683;SANTA ROSA DE LIMA; DIQUE BOLIVARENSE ;BOLIVAR;;
688;13688;SANTA ROSA DEL SUR;MAGDALENA MEDIO BOLIVARENSE;BOLIVAR;;
744;13744;SIMITI;MAGDALENA MEDIO BOLIVARENSE;BOLIVAR;;
760;13760;SOPLAVIENTO;DIQUE BOLIVARENSE;BOLIVAR;;
780;13780;TALAIGUA NUEVO;DEPRESION MOMPOSINA;BOLIVAR;;
810;13810;TIQUISIO;MOJANA BOLIVARENSE;BOLIVAR;;
836;13836;TURBACO;DIQUE BOLIVARENSE;BOLIVAR;;
838;13838;TURBANA;DIQUE BOLIVARENSE;BOLIVAR;;
873;13873;VILLANUEVA;DIQUE BOLIVARENSE;BOLIVAR;;
894;13894;ZAMBRANO;MONTES DE MARIA;BOLIVAR;;
001;15001;TUNJA;CENTRO;BOYACA;;
022;15022;ALMEIDA;ORIENTE;BOYACA;;
047;15047;AQUITANIA;SUGAMUXI;BOYACA;;
051;15051;ARCABUCO;RICAURTE;BOYACA;;
087;15087;BELEN;TUNDAMA;BOYACA;;
090;15090;BERBEO;LENGUPA;BOYACA;;
092;15092;BETEITIVA;VALDERRAMA;BOYACA;;
097;15097;BOAVITA;NORTE;BOYACA;;
104;15104;BOYACA;MARQUEZ;BOYACA;;
106;15106;BRICEÑO;OCCIDENTE;BOYACA;;
109;15109;BUENAVISTA;OCCIDENTE;BOYACA;;
114;15114;BUSBANZA;TUNDAMA;BOYACA;;
131;15131;CALDAS;OCCIDENTE;BOYACA;;
135;15135;CAMPOHERMOSO;LENGUPA;BOYACA;;
162;15162;CERINZA;TUNDAMA;BOYACA;;
172;15172;CHINAVITA;NEIRA;BOYACA;;
176;15176;CHIQUINQUIRA;OCCIDENTE;BOYACA;;
180;15180;CHISCAS;GUTIERREZ;BOYACA;;
183;15183;CHITA;VALDERRAMA;BOYACA;;
185;15185;CHITARAQUE;RICAURTE;BOYACA;;
187;15187;CHIVATA;CENTRO;BOYACA;;
189;15189;CIENEGA;MARQUEZ;BOYACA;;
204;15204;COMBITA;CENTRO;BOYACA;;
212;15212;COPER;OCCIDENTE;BOYACA;;
215;15215;CORRALES;TUNDAMA;BOYACA;;
218;15218;COVARACHIA;NORTE;BOYACA;;
223;15223;CUBARA;GUTIERREZ;BOYACA;;
224;15224;CUCAITA;CENTRO;BOYACA;;
226;15226;CUITIVA;SUGAMUXI;BOYACA;;
232;15232;CHIQUIZA;CENTRO;BOYACA;;
236;15236;CHIVOR;ORIENTE;BOYACA;;
238;15238;DUITAMA;TUNDAMA;BOYACA;;
244;15244;EL COCUY;GUTIERREZ;BOYACA;;
248;15248;EL ESPINO;GUTIERREZ;BOYACA;;
272;15272;FIRAVITOBA;SUGAMUXI;BOYACA;;
276;15276;FLORESTA;TUNDAMA;BOYACA;;
293;15293;GACHANTIVA;RICAURTE;BOYACA;;
296;15296;GAMEZA;SUGAMUXI;BOYACA;;
299;15299;GARAGOA;NEIRA;BOYACA;;
317;15317;GUACAMAYAS;GUTIERREZ;BOYACA;;
322;15322;GUATEQUE;ORIENTE;BOYACA;;
325;15325;GUAYATA;ORIENTE;BOYACA;;
332;15332;GÜICAN;GUTIERREZ;BOYACA;;
362;15362;IZA;SUGAMUXI;BOYACA;;
367;15367;JENESANO;MARQUEZ;BOYACA;;
368;15368;JERICO;VALDERRAMA;BOYACA;;
377;15377;LABRANZAGRANDE;LA LIBERTAD;BOYACA;;
380;15380;LA CAPILLA;ORIENTE;BOYACA;;
401;15401;LA VICTORIA;OCCIDENTE;BOYACA;;
403;15403;LA UVITA;NORTE;BOYACA;;
407;15407;VILLA DE LEYVA;RICAURTE;BOYACA;;
425;15425;MACANAL;NEIRA;BOYACA;;
442;15442;MARIPI;OCCIDENTE;BOYACA;;
455;15455;MIRAFLORES;LENGUPA;BOYACA;;
464;15464;MONGUA;SUGAMUXI;BOYACA;;
466;15466;MONGUI;SUGAMUXI;BOYACA;;
469;15469;MONIQUIRA;RICAURTE;BOYACA;;
476;15476;MOTAVITA;CENTRO;BOYACA;;
480;15480;MUZO;OCCIDENTE;BOYACA;;
491;15491;NOBSA;SUGAMUXI;BOYACA;;
494;15494;NUEVO COLON;MARQUEZ;BOYACA;;
500;15500;OICATA;CENTRO;BOYACA;;
507;15507;OTANCHE;OCCIDENTE;BOYACA;;
511;15511;PACHAVITA;NEIRA;BOYACA;;
514;15514;PAEZ;LENGUPA;BOYACA;;
516;15516;PAIPA;TUNDAMA;BOYACA;;
518;15518;PAJARITO;LA LIBERTAD;BOYACA;;
522;15522;PANQUEBA;GUTIERREZ;BOYACA;;
531;15531;PAUNA;OCCIDENTE;BOYACA;;
533;15533;PAYA;LA LIBERTAD;BOYACA;;
537;15537;PAZ DE RIO;VALDERRAMA;BOYACA;;
542;15542;PESCA;SUGAMUXI;BOYACA;;
550;15550;PISBA;LA LIBERTAD;BOYACA;;
572;15572;PUERTO BOYACa;OCCIDENTE;BOYACA;;
580;15580;QUIPAMA;OCCIDENTE;BOYACA;;
599;15599;RAMIRIQUI;MARQUEZ;BOYACA;;
600;15600;RAQUIRA;RICAURTE;BOYACA;;
621;15621;RONDON;MARQUEZ;BOYACA;;
632;15632;SABOYA;OCCIDENTE;BOYACA;;
638;15638;SACHICA;RICAURTE;BOYACA;;
646;15646;SAMACA;CENTRO;BOYACA;;
660;15660;SAN EDUARDO;LENGUPA;BOYACA;;
664;15664;SAN JOSE DE PARE;RICAURTE;BOYACA;;
667;15667;SAN LUIS DE GACENO;NEIRA;BOYACA;;
673;15673;SAN MATEO;NORTE;BOYACA;;
676;15676;SAN MIGUEL DE SEMA;OCCIDENTE;BOYACA;;
681;15681;SAN PABLO BORBUR;OCCIDENTE;BOYACA;;
686;15686;SANTANA;RICAURTE;BOYACA;;
690;15690;SANTA MARIA;NEIRA;BOYACA;;
693;15693;SAN ROSA VITERBO;TUNDAMA;BOYACA;;
696;15696;SANTA SOFIA;RICAURTE;BOYACA;;
720;15720;SATIVANORTE;NORTE;BOYACA;;
723;15723;SATIVASUR;NORTE;BOYACA;;
740;15740;SIACHOQUE;CENTRO;BOYACA;;
753;15753;SOATA;NORTE;BOYACA;;
755;15755;SOCOTA;VALDERRAMA;BOYACA;;
757;15757;SOCHA;VALDERRAMA;BOYACA;;
759;15759;SOGAMOSO;SUGAMUXI;BOYACA;;
761;15761;SOMONDOCO;ORIENTE;BOYACA;;
762;15762;SORA;CENTRO;BOYACA;;
763;15763;SOTAQUIRA;CENTRO;BOYACA;;
764;15764;SORACA;CENTRO;BOYACA;;
774;15774;SUSACON;NORTE;BOYACA;;
776;15776;SUTAMARCHAN;RICAURTE;BOYACA;;
778;15778;SUTATENZA;ORIENTE;BOYACA;;
790;15790;TASCO;VALDERRAMA;BOYACA;;
798;15798;TENZA;ORIENTE;BOYACA;;
804;15804;TIBANA;MARQUEZ;BOYACA;;
806;15806;TIBASOSA;SUGAMUXI;BOYACA;;
808;15808;TINJACA;RICAURTE;BOYACA;;
810;15810;TIPACOQUE;NORTE;BOYACA;;
814;15814;TOCA;CENTRO;BOYACA;;
816;15816;TOGÜI;RICAURTE;BOYACA;;
820;15820;TOPAGA;SUGAMUXI;BOYACA;;
822;15822;TOTA;SUGAMUXI;BOYACA;;
832;15832;TUNUNGUA;OCCIDENTE;BOYACA;;
835;15835;TURMEQUE;MARQUEZ;BOYACA;;
837;15837;TUTA;CENTRO;BOYACA;;
839;15839;TUTAZA;TUNDAMA;BOYACA;;
842;15842;UMBITA;MARQUEZ;BOYACA;;
861;15861;VENTAQUEMADA;CENTRO;BOYACA;;
879;15879;VIRACACHA;MARQUEZ;BOYACA;;
897;15897;ZETAQUIRA;LENGUPA;BOYACA;;
001;17001;MANIZALES;CENTRO;CALDAS;;
013;17013;AGUADAS;NORTE;CALDAS;;
042;17042;ANSERMA;BAJO OCCIDENTE;CALDAS;;
050;17050;ARANZAZU;NORTE;CALDAS;;
088;17088;BELALCAZAR;BAJO OCCIDENTE;CALDAS;;
174;17174;CHINCHINa;CENTRO;CALDAS;;
272;17272;FILADELFIA;ALTO OCCIDENTE;CALDAS;;
380;17380;LA DORADA;ORIENTE;CALDAS;;
388;17388;LA MERCED;ALTO OCCIDENTE;CALDAS;;
433;17433;MANZANARES;ALTO ORIENTE;CALDAS;;
442;17442;MARMATO;ALTO OCCIDENTE;CALDAS;;
444;17444;MARQUETALIA;ALTO ORIENTE;CALDAS;;
446;17446;MARULANDA;ALTO ORIENTE;CALDAS;;
486;17486;NEIRA;CENTRO;CALDAS;;
495;17495;NORCASIA;ORIENTE;CALDAS;;
513;17513;PACORA;NORTE;CALDAS;;
524;17524;PALESTINA;CENTRO;CALDAS;;
541;17541;PENSILVANIA;ALTO ORIENTE;CALDAS;;
614;17614;RIOSUCIO;ALTO OCCIDENTE;CALDAS;;
616;17616;RISARALDA;BAJO OCCIDENTE;CALDAS;;
653;17653;SALAMINA;NORTE;CALDAS;;
662;17662;SAMANA;ORIENTE;CALDAS;;
665;17665;SAN JOSE;BAJO OCCIDENTE;CALDAS;;
777;17777;SUPIA;ALTO OCCIDENTE;CALDAS;;
867;17867;VICTORIA;ORIENTE;CALDAS;;
873;17873;VILLAMARiA;CENTRO;CALDAS;;
877;17877;VITERBO;BAJO OCCIDENTE;CALDAS;;
001;18001;FLORENCIA;CAQUETA;CAQUETA;;
029;18029;ALBANIA;CAQUETA;CAQUETA;;
094;18094;BELEN DE LOS ANDAQUIES;CAQUETA;CAQUETA;;
150;18150;CARTAGENA DEL CHAIRA;CAQUETA;CAQUETA;;
205;18205;CURRILLO;CAQUETA;CAQUETA;;
247;18247;EL DONCELLO;CAQUETA;CAQUETA;;
256;18256;EL PAUJIL;CAQUETA;CAQUETA;;
410;18410;LA MONTAÑITA;CAQUETA;CAQUETA;;
460;18460;MILaN;CAQUETA;CAQUETA;;
479;18479;MORELIA;CAQUETA;CAQUETA;;
592;18592;PUERTO RICO;CAQUETA;CAQUETA;;
610;18610;SAN JOSE DEL FRAGUA;CAQUETA;CAQUETA;;
753;18753;SAN VICENTE DEL CAGUAN;CAQUETA;CAQUETA;;
756;18756;SOLANO;CAQUETA;CAQUETA;;
785;18785;SOLITA;CAQUETA;CAQUETA;;
860;18860;VALPARAISO;CAQUETA;CAQUETA;;
001;19001;POPAYAN;CENTRO;CAUCA;;
022;19022;ALMAGUER;SUR ;CAUCA;;
050;19050;ARGELIA;SUR ;CAUCA;;
075;19075;BALBOA;SUR ;CAUCA;;
100;19100;BOLIVAR;SUR ;CAUCA;;
110;19110;BUENOS AIRES;NORTE;CAUCA;;
130;19130;CAJIBIO;CENTRO;CAUCA;;
137;19137;CALDONO;ORIENTE;CAUCA;;
142;19142;CALOTO;NORTE;CAUCA;;
212;19212;CORINTO;NORTE;CAUCA;;
256;19256;EL TAMBO;CENTRO;CAUCA;;
290;19290;FLORENCIA;SUR ;CAUCA;;
318;19318;GUAPI;OCCIDENTE;CAUCA;;
355;19355;INZA;ORIENTE;CAUCA;;
